
			% who say abortion should be ___, by party identification (2024)

			Party identification,Legal in all/most cases,Illegal in all/most cases
		Rep/lean Rep,41%,57%
		Dem/lean Dem,85,14
		
		
		Source: Survey of U.S. adults conducted April 8-14, 2024.
		PEW RESEARCH CENTER
