
			% who say abortion should be ___, by party and ideology (2024)

			Political party and ideology,Legal in all/most cases,Illegal in all/most cases
		Conserv Rep/lean Rep,27%,71%
		Mod/lib Rep/lean Rep,67,31
		Conserv/mod Dem/lean Dem,76,23
		Lib Dem/lean Dem,96,4
		
		
		Source: Survey of U.S. adults conducted April 8-14, 2024.
		PEW RESEARCH CENTER
